ne_id	ba_id	ne_volume_um3	ne_volume_um3_OP50	ne_dryweight_ug	ne_preference	ne_clearance	lfc_spx_over_op50	lfc_spx_over_op50_cl95	spx_over_total	spx_over_total_cl95	mn_spx	cl95_spx	mn_op50	cl95_op50	nreps
C.elegans	CUP1	2686023.024	3522554.673	2.854	0.43	0.321666667	-0.4411897871348123	0.378709135652626	0.4241379310344828	0.06411458413041635	92.25	14.881249999999994	125.25	25.9375	8
C.elegans	CUP2	735660.4415	3522554.673	0.781	0.42375	0.121666667	-0.4186041142990362	0.44552224310600447	0.4279661016949153	0.07560072996192013	25.25	6.375	33.75	6.001562499999999	8
C.elegans	CUP3	2565727.811	3522554.673	2.726	0.40375	0.473333333	-0.5578786215185322	0.30367752939665443	0.4045138888888889	0.050704113356507735	29.125	4.501562499999999	42.875	6.126562499999999	8
C.elegans	CUR1	175887.538	3522554.673	0.187	0.50125	0.103333333	-0.08845622767042463	0.49383343948092934	0.48467650397275824	0.08549443893295891	53.375	10.692187499999996	56.75	15.751562499999999	8
C.elegans	DEL1	2805278.651	3522554.673	2.9805	0.4675	0.185	-0.2048197918884981	0.3687106928113894	0.4645669291338583	0.06357182453866009	29.5	5.0625	34	6.439062499999999	8
C.elegans	DEL2	2271522.716	3522554.673	2.413	0.2225	0.156666667	-1.7173022665749842	1.0949205236756276	0.23319755600814665	0.13571115306064863	28.625	17.5015625	94.125	42.321875	8
C.elegans	DYE1	735925.196	3522554.673	0.7815	0.34875	0.173333333	-0.84890741150211	0.6690242014284201	0.35699797160243407	0.10644993015935847	22	7.814062499999999	39.625	11.814062499999999	8
C.elegans	EMP1	434953.394	3522554.673	0.4615	0.6225	0.19	0.8833550811477295	0.649491897113844	0.6484641638225256	0.10262538119709014	71.25	25.826562499999987	38.625	10.3125	8
C.elegans	EMP2	693382.1305	3522554.673	0.7365	0.51375	0.15	-0.05366013315960138	0.575416323989938	0.490702479338843	0.09967757266511693	59.375	14.942187499999996	61.625	19.068749999999994	8
C.elegans	ENS1	2723516.846	3522554.673	2.8945	0.62375	0.305	0.70999854656593675	0.41627912929739475	0.6206088992974239	0.06793838784283877	66.25	12.065624999999997	40.5	9.064062499999999	8
C.elegans	ENT1	1975254.979	3522554.673	2.0985	0.645	0.296666667	0.7760529502362968	0.46801088556263865	0.631328171530673	0.07550514355194744	132.5	12.570312499999993	77.375	24.003124999999997	8
C.elegans	ENT2	2038553.756	3522554.673	2.1655	0.59875	0.408333333	0.5586283529076936	0.3413818024969518	0.5956112852664577	0.05699382090164395	47.5	6.3125	32.25	6.314062499999999	8
C.elegans	ENT3	2742847.917	3522554.673	2.915	0.73375	0.321666667	1.2513390722014193	0.8291045928077633	0.7041965199590583	0.11971041476380112	86	19.8765625	36.125	19.007812499999993	8
C.elegans	ESC1	2415002.043	3522554.673	2.5675	0.57875	0.445	0.346922474354232	0.7169389228260863	0.5598290598290598	0.12245722835893741	32.75	10.8125	25.75	9.564062499999999	8
C.elegans	FAL1	89472.284	3522554.673	0.0955	0.20125	0.285	-2.0443941193584534	0.519666717696271	0.1951219512195122	0.05657005195320106	12	2.75	49.5	13.756249999999994	8
C.elegans	FIC1	2479882.877	3522554.673	2.636	0.63375	0.415	0.8680663360466481	0.4563354869613503	0.6460446247464503	0.0723303777917342	79.625	19.565624999999997	43.625	8.689062499999999	8
C.elegans	FLA1	815282.7525	3522554.673	0.865	0.49875	0.268333333	-0.08504532120597555	0.6391235108074591	0.4852670349907919	0.11065550574664086	65.875	16.192187499999996	69.875	25.753124999999997	8
C.elegans	FLA2	1058351.409	3522554.673	1.1245	0.45875	0.396666667	-0.23349013021977857	0.517131962424566	0.45962732919254656	0.08902788628643729	37	9.503124999999997	43.5	10.876562499999999	8
C.elegans	FLA3	683331.571	3522554.673	0.7255	0.6525	0.27	0.9134632495320048	0.748362626154048	0.6532066508313539	0.11750569332636268	68.75	24.128124999999997	36.5	13.942187499999996	8
C.elegans	FLA4	2086381.313	3522554.673	2.2175	0.58625	0.155	0.5132610353669674	0.25482514391161804	0.5880149812734082	0.042789533725516415	58.875	7.564062499999999	41.25	5	8
C.elegans	FLA5	2558186.167	3522554.673	2.718	0.4425	0.423333333	-0.3219280948873623	0.373401018718871	0.4444444444444444	0.06390663292424613	30	5.625	37.5	6.690624999999997	8
C.elegans	FLA6	2573697.432	3522554.673	2.7345	0.30375	0.326666667	-1.1733805600785314	0.4030144970677803	0.30718232044198895	0.05945129349018336	34.75	7.439062499999999	78.375	14.065624999999997	8
C.elegans	HER1	3672702.833	3522554.673	3.903	0.31125	-0.043333333	-1.0840642647884744	0.6286265923280185	0.32051282051282054	0.09489533923056429	25	9.0625	53	12.814062499999999	8
C.elegans	KLE1	2037650.084	3522554.673	2.165	0.715	0.578333333	1.1236313491683774	1.0636331280885267	0.6854304635761589	0.15896348719237058	103.5	34.134375	47.5	31.320312499999993	8
C.elegans	KLE2	2116406.305	3522554.673	2.2485	0.784285714	0.505	1.8813555035013811	1.0064620332328493	0.7865168539325843	0.11713710472150647	60	19.35892857142857	16.285714285714285	10.073214285714284	7
C.elegans	KLE3	1566842.967	3522554.673	1.665	0.71875	0.563333333	1.5290243291272987	0.5519223837905016	0.7426597582037997	0.07311408768820853	53.75	17.253124999999997	18.625	3.8765624999999986	8
C.elegans	KOS1	2934892.509	3522554.673	3.1185	0.39375	0.513333333	-0.628683878150474	0.5618507861207219	0.39274924471299094	0.09288164021090982	16.25	4.25	25.125	7.25	8
C.elegans	KOS2	2690314.013	3522554.673	2.8575	0.8275	0.381666667	2.443755008207803	0.7238249808028483	0.8447339847991314	0.06580447106148513	97.25	36.256249999999994	17.875	6.001562499999999	8
C.elegans	LYS1	2484338.436	3522554.673	2.639	0.435	0.193333333	-0.35798280988905634	0.34480947535594636	0.43828264758497315	0.05884055621541513	30.625	5.626562499999999	39.25	6	8
C.elegans	LYS2	1947707.274	3522554.673	2.069	0.39875	0.235	-0.5589672921882116	0.4915746958830354	0.4043321299638989	0.08206489326982165	28	7.814062499999999	41.25	8.064062499999999	8
C.elegans	MIC1	254754.869	3522554.673	0.27	0.3825	0.066666667	-0.7208459288029291	0.2659481795150202	0.3776223776223776	0.043324561360119813	47.25	5	77.875	11.754687499999996	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC2	1966724.585	3522554.673	2.09	0.36125	0.225	-0.8250135885541109	0.3028130685046603	0.3608087091757387	0.04840697411386075	29	4.439062499999999	51.375	7.378124999999997	8
C.elegans	MIC3	426947.0365	3522554.673	0.453	0.1525	-0.223333333	-2.4639470997597903	0.4336058928529018	0.15343915343915343	0.039040467449622716	3.625	0.9375	20	3.0625	8
C.elegans	MIC4	261220.1385	3522554.673	0.278	0.325	0.156666667	-1.0976107966264224	0.3980161061231499	0.3184713375796178	0.059879833604016164	18.75	3.75	40.125	7.625	8
C.elegans	OCH1	2239813.794	3522554.673	2.3795	0.3925	0.31	-0.5603004464868871	0.4899577150382491	0.4041095890410959	0.08178047229445022	44.25	12.379687499999996	65.25	12.5625	8
C.elegans	OCH2	1384727.995	3522554.673	1.4715	0.21	0.265	-1.9242046494577958	0.40964606368952694	0.20853858784893267	0.04686519420385031	15.875	3.9390624999999986	60.25	8.317187499999996	8
C.elegans	PAE1	2497961.071	3522554.673	2.6535	0.43625	-0.495	-0.6441461495869536	0.7565300783321034	0.39019607843137255	0.12477419418381999	24.875	5.5625	38.875	18.4390625	8
C.elegans	PAE2	4219600.94	3522554.673	4.483	0.3775	-0.455	-0.7347096202258382	0.25327493270263596	0.375366568914956	0.04116219111812506	32	4	53.25	6.564062499999999	8
C.elegans	PAE3	2827735.173	3522554.673	3.0045	0.25625	-0.396666667	-1.5641289973039905	0.4404979743493773	0.25271739130434784	0.057661957505460375	23.25	4.876562499999999	68.75	15.254687499999996	8
C.elegans	PAE4	1144288.911	3522554.673	1.216	0.24	-0.405	-1.670633841628424	0.36458142697663687	0.23903177004538578	0.04596657596700658	19.75	3.5625	62.875	11.128124999999997	8
C.elegans	PAE5	3103988.824	3522554.673	3.2965	0.2625	-0.575	-1.594485274839663	0.3113890711415037	0.2487644151565074	0.040336037757837596	18.875	2.2515624999999986	57	10.253124999999997	8
C.elegans	PAE6	3735220.052	3522554.673	3.969	0.1375	-0.64	-2.952590639613575	0.5563463144053261	0.11439842209072978	0.03906871186154187	14.5	2.6875	112.25	37.95937499999998	8
C.elegans	PAR1	857674.089	3522554.673	0.9115	0.33	0.143333333	-1.0041161084722319	0.431816401714489	0.33269961977186313	0.06645050289879005	21.875	5.5	43.875	7.125	8
C.elegans	PAR2	2831885.132	3522554.673	3.009	0.38125	0.246666667	-0.6076825772212398	0.5208779774901795	0.39622641509433965	0.08637319623239331	31.5	10.001562499999999	48	8.25	8
C.elegans	PRO1	3745191.305	3522554.673	3.9795	0.665	-0.03	1.016775712750827	0.43610930886182936	0.6692456479690522	0.06691322176012318	43.25	9.503124999999997	21.375	4.4375	8
C.elegans	PRO2	4084673.062	3522554.673	4.339	0.64125	-0.04	0.9396273820205182	0.385299736487233	0.6573033707865169	0.06015889702943388	58.5	12.692187499999996	30.5	4.75	8
C.elegans	PSE1	NA	3522554.673	NA	0.405	0.538333333	-0.5293701747578388	0.2993774336330633	0.4092827004219409	0.05017040421843163	36.375	6.565624999999997	52.5	5.375	8
C.elegans	PSE10	22665.752	3522554.673	0.0245	0.2875	-0.02	-1.3365254711003203	0.36574391929583594	0.28365384615384615	0.05151268480977495	14.75	3.1875	37.25	4.9375	8
C.elegans	PSE11	3772723.058	3522554.673	4.008	0.5275	-0.046666667	0.04288581285317641	0.8151005377860638	0.5074309978768577	0.1412149616108844	29.875	10.189062499999999	29	13.0625	8
C.elegans	PSE12	2411064.156	3522554.673	2.563	0.3825	0.088333333	-0.862496476250065	0.5404206591676576	0.3548387096774194	0.08575445615822061	26.125	4.0625	47.5	16.1875	8
C.elegans	PSE13	2616481.738	3522554.673	2.78	0.7175	-0.36	1.34866447735949	0.6651861084404032	0.718052738336714	0.09334538595681767	44.25	15.125	17.375	5.376562499999999	8
C.elegans	PSE14	2163958.346	3522554.673	2.3005	0.4625	-0.311666667	-0.1975605683565124	0.3653307053366374	0.465818759936407	0.0630111264043084	36.625	7.503124999999997	42	6.251562499999999	8
C.elegans	PSE15	398538.883	3522554.673	0.423	0.2175	0.018333333	-1.8553906192958938	0.5467431927047737	0.2165206508135169	0.06428885978440509	21.625	6.001562499999999	78.25	20.193749999999994	8
C.elegans	PSE2	2064975.209	3522554.673	2.1945	0.41	-0.1	-0.5088418674030099	0.42422402640767753	0.4127272727272727	0.07127278400463863	28.375	6	40.375	8.25	8
C.elegans	PSE3	2269332.168	3522554.673	2.411	0.4675	0.471666667	-0.20727621790234388	0.38316401850750975	0.4641434262948207	0.06605579855278297	29.125	5.125	33.625	6.689062499999999	8
C.elegans	PSE4	1491836.677	3522554.673	1.5855	0.475	0.143333333	-0.05621600956654809	0.624796196652923	0.4902597402597403	0.10822784348798062	37.75	13.129687499999996	39.25	10.128124999999997	8
C.elegans	PSE5	3887033.529	3522554.673	4.1305	0.42125	0.228333333	-0.43133931160794425	0.6081665253949178	0.4258064516129032	0.10306673512464569	33	9.939062499999999	44.5	13.125	8
C.elegans	PSE6	3489504.276	3522554.673	3.709	0.37	-0.071666667	-0.773085019972858	0.44833023683808454	0.36915077989601386	0.07236904671487016	26.625	6.126562499999999	45.5	9.503124999999997	8
C.elegans	PSE7	3698968.764	3522554.673	3.9295	0.65875	-0.041666667	1.0121747139461021	0.3500107782816043	0.6685393258426966	0.05376081547743858	44.625	8.3125	22.125	3.4390624999999986	8
C.elegans	PSE8	3119511.9	3522554.673	3.315	0.56625	-0.168333333	0.5169857069051493	0.75806108396947125	0.5886402753872634	0.12723347987221792	42.75	18.942187499999996	29.875	8.4375	8
C.elegans	PSE9	3538158.802	3522554.673	3.7585	0.46375	0.25	-0.08637162643325351	0.4695343990498958	0.4850374064837905	0.08129124828928204	48.625	15.126562499999999	51.625	4.9375	8
C.elegans	RAL1	242586.439	3522554.673	0.2575	0.415	0.245	-0.48680475950124646	0.466317372100341	0.41643454038997213	0.07854949164604733	37.375	8.5625	52.375	11.942187499999996	8
C.elegans	RAL2	681407.0965	3522554.673	0.7245	0.39625	0.02	-0.6780719051126377	0.549743920681165	0.38461538461538464	0.09019016536097507	10	2.0625	16	5.126562499999999	8
C.elegans	RAL3	1129817.191	3522554.673	1.2	0.39125	0.166666667	-0.58079887577962	0.41619471093422433	0.4006928406466513	0.06927604194160068	43.375	11.125	64.875	8.567187499999996	8
C.elegans	RAL4	368972.063	3522554.673	0.3905	0.195	-0.006666667	-2.2136250168466076	0.7174159595892509	0.17735550277117973	0.0725526633320095	28	12.0625	129.875	32.2578125	8
C.elegans	RAL5	171086.0015	3522554.673	0.1805	0.5925	0.011666667	0.616984173771682	0.8104831259228863	0.6053149606299213	0.13421514067178567	76.875	33.128125	50.125	18.065624999999997	8
C.elegans	RAO1	1714667.98	3522554.673	1.8215	0.64375	-0.061666667	0.9164352833608689	0.5513154998013856	0.6536731634182908	0.08651122563646609	54.5	14.940624999999997	28.875	7.6875	8
C.elegans	RHO1	182479.6095	3522554.673	0.1945	0.2625	0.04	-1.6656361763088567	0.6157577501902838	0.23966244725738398	0.07777531489396364	35.5	9.376562499999999	112.625	37.759374999999984	8
C.elegans	SIN1	89593.426	3522554.673	0.0945	0.50875	0.111666667	0.003374726780656568	0.7547740683009441	0.5005847953216375	0.13079220043421508	53.5	18.375	53.375	21.0640625	8
C.elegans	SPH1	605907.8415	3522554.673	0.6445	0.46	0.365	-0.21938053080434258	0.3037996258264958	0.4620573355817875	0.05234130600452458	34.25	5.626562499999999	39.875	5.253124999999997	8
C.elegans	SPH2	580588.595	3522554.673	0.6165	0.385	0.478333333	-0.6984309927472167	0.30941853270479314	0.3812807881773399	0.05059531540919454	48.375	6.189062499999999	78.5	13.512499999999989	8
C.elegans	SPH3	508917.6255	3522554.673	0.5405	0.42	0.483333333	-0.48147964265357895	0.374718689347288	0.41733181299885974	0.06315876280936265	45.75	8.0625	63.875	12.1875	8
C.elegans	SPH4	2712976.169	3522554.673	2.882	0.38125	0.25	-0.7801100858667223	0.5553899529253276	0.36801752464403065	0.08953586127000356	42	10.003124999999997	72.125	21.8140625	8
C.elegans	STA1	552068.675	3522554.673	0.587	0.375	0.118333333	-0.7402974548639543	0.3717706422153894	0.37445887445887444	0.06036157281540107	21.625	3.8765624999999986	36.125	6.6875	8
C.elegans	STE1	1516465.188	3522554.673	1.611	0.54625	0.281666667	0.22714354292782207	0.5056665424801335	0.5392798690671031	0.087084543197212	82.375	19.257812499999993	70.375	18.378124999999997	8
C.elegans	STE2	1403635.512	3522554.673	1.491	0.52125	0.235	0.15200309344505006	0.8305433783561692	0.5263157894736842	0.14352352380506359	36.25	15.126562499999999	32.625	12.939062499999999	8
C.elegans	STE3	1640844.018	3522554.673	1.744	0.54625	0.301666667	0.3301486016923308	0.3805156185599089	0.5569620253164557	0.06508253891560478	38.5	8.378124999999997	30.625	4.564062499999999	8
C.elegans	VAR1	364200.5295	3522554.673	0.3865	0.485	0.24	-0.05062607306996795	0.35521137496692234	0.49122807017543857	0.06153449541571214	28	5.625	29	4.128124999999997	8
C.elegans	aci1	3743234.505	3522554.673	3.9775	0.3225	0.573333333	-1.069590272185073	0.3297083249949411	0.3227016885553471	0.04995012792758123	21.5	3.8140624999999986	45.125	6.501562499999999	8
C.elegans	aci2	3009080.521	3522554.673	3.197	0.37875	0.393333333	-0.7565610742414428	0.7916023914785745	0.3718220338983051	0.12815937471710953	43.875	18.065624999999997	74.125	26.882812499999993	8
C.elegans	par1	529504.088	3522554.673	0.562	0.205	0.146666667	-1.9254106835793166	0.36727931744147	0.2084006462035541	0.04199778887398745	16.125	3.375	61.25	8.876562499999999	8
D.veechi	ACH1	8635813.182	7682972.577	9.175	0.48625	0.15	-0.06978833015686248	0.32722063458086553	0.4879089615931721	0.056669856687087086	42.875	7.1875	45	6.875	8
D.veechi	ACH2	3827281.987	7682972.577	4.0665	0.375	0.281666667	-0.75018488319818	0.29880371104052683	0.37285491419656785	0.048430543518811535	29.875	4.25	50.25	7.564062499999999	8
D.veechi	ACI1	5340312.213	7682972.577	5.6745	0.45625	0.243333333	-0.1842912906125149	0.41081650798150304	0.4681081081081081	0.07089945248090913	54.125	13.564062499999999	61.5	8.315624999999997	8
D.veechi	ACI10	5781036.469	7682972.577	6.1415	0.45625	0.188333333	-0.2581189154196773	0.27620652176959115	0.45539033457249073	0.047481949668583164	30.625	4.001562499999999	36.625	5.125	8
D.veechi	ACI11	4896876.432	7682972.577	5.2035	0.4925	0.353333333	-0.03016197051025247	0.34437201115058935	0.49477351916376305	0.05966860178131976	35.5	6.439062499999999	36.25	5.625	8
D.veechi	ACI2	8627575.996	7682972.577	9.168	0.4525	0.361666667	-0.23683393372493372	0.47502746441652477	0.45905172413793105	0.08176388986860265	53.25	13.314062499999999	62.75	13.443749999999994	8
D.veechi	ACI3	6070276.194	7682972.577	6.449	0.49875	0.261666667	0.030257821092680673	0.38875774751528763	0.5052430886558628	0.067359176528923	66.25	13.875	64.875	11	8
D.veechi	ACI4	4538907.401	7682972.577	4.8225	0.41125	0.25	-0.5481257325407848	0.5143882911025931	0.4061433447098976	0.08599585213761292	29.75	7.253124999999997	43.5	11.317187499999996	8
D.veechi	ACI5	8339108.105	7682972.577	8.86	0.4975	0.31	-0.013939190957873729	0.3938016314024101	0.4975845410628019	0.06823903004283631	64.375	12.939062499999999	65	12.004687499999996	8
D.veechi	ACI6	5368383.024	7682972.577	5.704	0.42125	0.243333333	-0.44074875538166863	0.4063560515636982	0.4242125984251969	0.06879833266025775	53.875	11.881249999999994	73.125	12.8125	8
D.veechi	ACI7	4920648.889	7682972.577	5.2285	0.41	0.248333333	-0.5211979581920638	0.3174853643063089	0.4106529209621993	0.053259271582040156	29.875	4.501562499999999	42.875	6.876562499999999	8
